INDICATOR_CODE,DIAGNOSIS_GROUP,PREDICTOR,PARAMETER_ESTIMATE,STANDARD_ERROR,WALD_CHI_SQUARE,WALD_DF,WALD_P_VALUE
I00699,82,AGE_GROUP_10,1.8289,0.2506,53.2672,1,0
I00699,82,AGE_GROUP_11,2.209,0.2297,92.5053,1,0
I00699,82,AGE_GROUP_12,2.7856,0.2069,181.2395,1,0
I00699,82,AGE_GROUP_13,2.6907,0.205,172.2854,1,0
I00699,82,AGE_GROUP_14,3.0087,0.1997,227.0311,1,0
I00699,82,AGE_GROUP_15,3.2661,0.1968,275.3328,1,0
I00699,82,AGE_GROUP_16,3.5365,0.194,332.4396,1,0
I00699,82,AGE_GROUP_17,3.6992,0.1928,368.0049,1,0
I00699,82,AGE_GROUP_18,3.9744,0.1925,426.3811,1,0
I00699,82,AGE_GROUP_19,4.1983,0.1926,475.3586,1,0
I00699,82,AGE_GROUP_20,4.7018,0.1925,596.3027,1,0
I00699,82,AGE_GROUP_21,0,,,0,
I00699,82,BIRTHWEIGHT_6,0,,,0,
I00699,82,CHARLSON_INDEX_1,0,,,0,
I00699,82,CHARLSON_INDEX_2,0.609,0.0598,103.7488,1,0
I00699,82,CHARLSON_INDEX_3,1.6642,0.0476,1223.9656,1,0
I00699,82,GENDER_1,0.1435,0.0284,25.474,1,0
I00699,82,GENDER_2,0,,,0,
I00699,82,GENDER_3,0,,,0,
I00699,82,Intercept,-7.5905,0.188,1630.57,1,0
I00699,82,YEAR_INDEX_1,0,,,0,
I00699,82,YEAR_INDEX_2,-0.617,0.0383,259.3475,1,0
I00699,82,YEAR_INDEX_3,-0.4911,0.0386,161.6616,1,0
I00699,83,ADMIMETH_1,-0.2835,0.1641,2.9864,1,0.084
I00699,83,ADMIMETH_2,0,,,0,
I00699,83,ADMIMETH_3,0,,,0,
I00699,83,ADMISSION_MONTH_1,0.0592,0.069,0.7358,1,0.391
I00699,83,ADMISSION_MONTH_2,0.0405,0.0684,0.3507,1,0.5537
I00699,83,ADMISSION_MONTH_3,-0.0495,0.0675,0.5376,1,0.4634
I00699,83,ADMISSION_MONTH_4,0.0854,0.0682,1.5666,1,0.2107
I00699,83,ADMISSION_MONTH_5,-0.1032,0.0673,2.3506,1,0.1252
I00699,83,ADMISSION_MONTH_6,-0.0829,0.0657,1.5928,1,0.2069
I00699,83,ADMISSION_MONTH_7,-0.013,0.064,0.0414,1,0.8388
I00699,83,ADMISSION_MONTH_8,0,,,0,
I00699,83,ADMISSION_MONTH_9,0.0179,0.0639,0.0782,1,0.7797
I00699,83,ADMISSION_MONTH_10,0.0933,0.0647,2.083,1,0.1489
I00699,83,ADMISSION_MONTH_11,0.0986,0.0652,2.2883,1,0.1304
I00699,83,ADMISSION_MONTH_12,-0.0171,0.0677,0.0637,1,0.8008
I00699,83,AGE_GROUP_1,-2.6035,1.0147,6.5833,1,0.0103
I00699,83,AGE_GROUP_2,0,,,0,
I00699,83,AGE_GROUP_3,-1.2638,0.5324,5.6345,1,0.0176
I00699,83,AGE_GROUP_4,-0.8895,0.6057,2.1567,1,0.1419
I00699,83,AGE_GROUP_5,-0.7499,0.6057,1.5325,1,0.2157
I00699,83,AGE_GROUP_6,-0.3503,0.4475,0.613,1,0.4337
I00699,83,AGE_GROUP_7,-0.4966,0.4475,1.2314,1,0.2671
I00699,83,AGE_GROUP_8,-0.1349,0.3805,0.1257,1,0.7229
I00699,83,AGE_GROUP_9,0.3954,0.3243,1.487,1,0.2227
I00699,83,AGE_GROUP_10,0.9271,0.2782,11.1096,1,0.0009
I00699,83,AGE_GROUP_11,1.1539,0.2537,20.6934,1,0
I00699,83,AGE_GROUP_12,1.7866,0.2143,69.5115,1,0
I00699,83,AGE_GROUP_13,2.0685,0.2039,102.9146,1,0
I00699,83,AGE_GROUP_14,2.4401,0.197,153.4704,1,0
I00699,83,AGE_GROUP_15,2.6737,0.1939,190.1706,1,0
I00699,83,AGE_GROUP_16,3.055,0.1903,257.8348,1,0
I00699,83,AGE_GROUP_17,3.2025,0.1894,285.9042,1,0
I00699,83,AGE_GROUP_18,3.4479,0.1889,333.0287,1,0
I00699,83,AGE_GROUP_19,3.732,0.1889,390.4462,1,0
I00699,83,AGE_GROUP_20,4.1441,0.1892,479.7971,1,0
I00699,83,AGE_GROUP_21,0,,,0,
I00699,83,BIRTHWEIGHT_6,0,,,0,
I00699,83,CHARLSON_INDEX_1,0,,,0,
I00699,83,CHARLSON_INDEX_2,0.1958,0.0619,10.0179,1,0.0016
I00699,83,CHARLSON_INDEX_3,1.1555,0.0451,655.6885,1,0
I00699,83,GENDER_1,0.1066,0.0288,13.7027,1,0.0002
I00699,83,GENDER_2,0,,,0,
I00699,83,GENDER_3,0,,,0,
I00699,83,Intercept,-7.175,0.1893,1437.2068,1,0
I00699,83,YEAR_INDEX_1,0,,,0,
I00699,83,YEAR_INDEX_2,-0.0337,0.0335,1.0118,1,0.3145
I00699,83,YEAR_INDEX_3,-0.0003,0.0353,0.0001,1,0.9923
I00699,84,ADMIMETH_1,-1.058,0.1157,83.6229,1,0
I00699,84,ADMIMETH_2,0,,,0,
I00699,84,ADMIMETH_3,0,,,0,
I00699,84,ADMISSION_MONTH_1,0.3043,0.1277,5.6832,1,0.0171
I00699,84,ADMISSION_MONTH_2,0.0874,0.133,0.4319,1,0.5111
I00699,84,ADMISSION_MONTH_3,0,,,0,
I00699,84,ADMISSION_MONTH_4,0.0301,0.1366,0.0487,1,0.8253
I00699,84,ADMISSION_MONTH_5,0.0508,0.1309,0.1504,1,0.6981
I00699,84,ADMISSION_MONTH_6,-0.001,0.1321,0.0001,1,0.994
I00699,84,ADMISSION_MONTH_7,0.173,0.1285,1.8134,1,0.1781
I00699,84,ADMISSION_MONTH_8,0.1885,0.1272,2.1954,1,0.1384
I00699,84,ADMISSION_MONTH_9,0.2651,0.1269,4.3627,1,0.0367
I00699,84,ADMISSION_MONTH_10,0.3603,0.1244,8.3885,1,0.0038
I00699,84,ADMISSION_MONTH_11,0.2672,0.1266,4.4581,1,0.0347
I00699,84,ADMISSION_MONTH_12,0.2331,0.1299,3.2201,1,0.0727
I00699,84,AGE_GROUP_1,0,,,0,
I00699,84,AGE_GROUP_2,-11.9873,310.9121,0.0015,1,0.9692
I00699,84,AGE_GROUP_3,-12.0319,373.5906,0.001,1,0.9743
I00699,84,AGE_GROUP_4,-12.0938,348.6593,0.0012,1,0.9723
I00699,84,AGE_GROUP_5,-0.6797,1.0229,0.4415,1,0.5064
I00699,84,AGE_GROUP_6,-12.3477,259.4617,0.0023,1,0.962
I00699,84,AGE_GROUP_7,0.3142,0.4336,0.5248,1,0.4688
I00699,84,AGE_GROUP_8,0.3579,0.3588,0.9948,1,0.3186
I00699,84,AGE_GROUP_9,0.8066,0.2902,7.7235,1,0.0055
I00699,84,AGE_GROUP_10,1.3009,0.2529,26.457,1,0
I00699,84,AGE_GROUP_11,1.2777,0.246,26.9713,1,0
I00699,84,AGE_GROUP_12,1.2756,0.2392,28.435,1,0
I00699,84,AGE_GROUP_13,1.0726,0.2397,20.0245,1,0
I00699,84,AGE_GROUP_14,1.3986,0.2332,35.9591,1,0
I00699,84,AGE_GROUP_15,1.396,0.2333,35.7914,1,0
I00699,84,AGE_GROUP_16,1.5427,0.2294,45.2337,1,0
I00699,84,AGE_GROUP_17,1.5429,0.2296,45.1538,1,0
I00699,84,AGE_GROUP_18,1.6861,0.2294,54.0206,1,0
I00699,84,AGE_GROUP_19,1.9099,0.231,68.3679,1,0
I00699,84,AGE_GROUP_20,2.2976,0.2341,96.3175,1,0
I00699,84,AGE_GROUP_21,0,,,0,
I00699,84,BIRTHWEIGHT_6,0,,,0,
I00699,84,CHARLSON_INDEX_1,0,,,0,
I00699,84,CHARLSON_INDEX_2,0.6279,0.1175,28.5479,1,0
I00699,84,CHARLSON_INDEX_3,2.2776,0.0858,704.9875,1,0
I00699,84,GENDER_1,0,,,0,
I00699,84,GENDER_2,-0.3571,0.053,45.3949,1,0
I00699,84,GENDER_3,0,,,0,
I00699,84,Intercept,-6.5216,0.232,790.05,1,0
I00699,84,YEAR_INDEX_1,0,,,0,
I00699,84,YEAR_INDEX_2,-0.213,0.0616,11.9522,1,0.0005
I00699,84,YEAR_INDEX_3,-0.2491,0.0633,15.4701,1,0.0001
I00699,85,ADMIMETH_1,-1.4064,0.3623,15.0726,1,0.0001
I00699,85,ADMIMETH_2,0,,,0,
I00699,85,ADMIMETH_3,0,,,0,
I00699,85,ADMISSION_MONTH_1,0.3406,0.1864,3.3387,1,0.0677
I00699,85,ADMISSION_MONTH_2,-0.1275,0.2075,0.3772,1,0.5391
I00699,85,ADMISSION_MONTH_3,-0.0581,0.1986,0.0857,1,0.7697
I00699,85,ADMISSION_MONTH_4,0.2159,0.1953,1.222,1,0.269
I00699,85,ADMISSION_MONTH_5,-0.238,0.2075,1.3152,1,0.2515
I00699,85,ADMISSION_MONTH_6,-0.2041,0.2051,0.9903,1,0.3197
I00699,85,ADMISSION_MONTH_7,0,,,0,
I00699,85,ADMISSION_MONTH_8,0.101,0.1946,0.2695,1,0.6037
I00699,85,ADMISSION_MONTH_9,-0.0158,0.1955,0.0065,1,0.9356
I00699,85,ADMISSION_MONTH_10,-0.0059,0.1965,0.0009,1,0.9762
I00699,85,ADMISSION_MONTH_11,-0.2333,0.208,1.2581,1,0.262
I00699,85,ADMISSION_MONTH_12,0.0866,0.1911,0.2056,1,0.6502
I00699,85,AGE_GROUP_1,-13.9665,2986.4268,0,1,0.9963
I00699,85,AGE_GROUP_2,-13.9763,2200.1267,0,1,0.9949
I00699,85,AGE_GROUP_3,-14.0009,1676.4499,0.0001,1,0.9933
I00699,85,AGE_GROUP_4,-13.6239,1205.4533,0.0001,1,0.991
I00699,85,AGE_GROUP_5,-13.9318,622.3773,0.0005,1,0.9821
I00699,85,AGE_GROUP_6,-13.9817,425.7276,0.0011,1,0.9738
I00699,85,AGE_GROUP_7,-1.7092,0.7283,5.5069,1,0.0189
I00699,85,AGE_GROUP_8,-14.0057,277.0075,0.0026,1,0.9597
I00699,85,AGE_GROUP_9,-1.0924,0.4429,6.0831,1,0.0136
I00699,85,AGE_GROUP_10,-1.285,0.4421,8.4499,1,0.0037
I00699,85,AGE_GROUP_11,-0.8979,0.3582,6.2829,1,0.0122
I00699,85,AGE_GROUP_12,-0.2923,0.2671,1.1976,1,0.2738
I00699,85,AGE_GROUP_13,0,,,0,
I00699,85,AGE_GROUP_14,0.4293,0.2169,3.9171,1,0.0478
I00699,85,AGE_GROUP_15,0.728,0.2062,12.4711,1,0.0004
I00699,85,AGE_GROUP_16,0.5843,0.2018,8.3863,1,0.0038
I00699,85,AGE_GROUP_17,0.7949,0.1954,16.5417,1,0
I00699,85,AGE_GROUP_18,1.0822,0.1899,32.4669,1,0
I00699,85,AGE_GROUP_19,1.2094,0.195,38.4807,1,0
I00699,85,AGE_GROUP_20,1.8322,0.2025,81.8409,1,0
I00699,85,AGE_GROUP_21,0,,,0,
I00699,85,BIRTHWEIGHT_6,0,,,0,
I00699,85,CHARLSON_INDEX_1,0,,,0,
I00699,85,CHARLSON_INDEX_2,0.589,0.1438,16.7882,1,0
I00699,85,CHARLSON_INDEX_3,1.4208,0.1085,171.5041,1,0
I00699,85,GENDER_1,0,,,0,
I00699,85,GENDER_2,0.2987,0.0807,13.6975,1,0.0002
I00699,85,GENDER_3,0,,,0,
I00699,85,Intercept,-4.1808,0.2341,319.0219,1,0
I00699,85,YEAR_INDEX_1,0,,,0,
I00699,85,YEAR_INDEX_2,-0.1409,0.0979,2.072,1,0.15
I00699,85,YEAR_INDEX_3,0.0868,0.0977,0.7909,1,0.3738
I00699,86,ADMIMETH_1,-0.8356,0.1452,33.1324,1,0
I00699,86,ADMIMETH_2,0,,,0,
I00699,86,ADMIMETH_3,0,,,0,
I00699,86,ADMISSION_MONTH_1,0.2314,0.1438,2.5902,1,0.1075
I00699,86,ADMISSION_MONTH_2,0.1152,0.1465,0.6184,1,0.4316
I00699,86,ADMISSION_MONTH_3,0.21,0.1405,2.2351,1,0.1349
I00699,86,ADMISSION_MONTH_4,0.2221,0.1435,2.394,1,0.1218
I00699,86,ADMISSION_MONTH_5,0.0217,0.1441,0.0227,1,0.8803
I00699,86,ADMISSION_MONTH_6,0,,,0,
I00699,86,ADMISSION_MONTH_7,0.1325,0.1397,0.8996,1,0.3429
I00699,86,ADMISSION_MONTH_8,0.0574,0.1408,0.1665,1,0.6833
I00699,86,ADMISSION_MONTH_9,0.1423,0.1419,1.0059,1,0.3159
I00699,86,ADMISSION_MONTH_10,0.2112,0.1408,2.2501,1,0.1336
I00699,86,ADMISSION_MONTH_11,0.1898,0.1417,1.7933,1,0.1805
I00699,86,ADMISSION_MONTH_12,0.1796,0.1445,1.5457,1,0.2138
I00699,86,AGE_GROUP_1,-13.1075,872.2792,0.0002,1,0.988
I00699,86,AGE_GROUP_2,-13.1934,531.856,0.0006,1,0.9802
I00699,86,AGE_GROUP_3,-13.2501,495.3425,0.0007,1,0.9787
I00699,86,AGE_GROUP_4,-13.2351,489.8387,0.0007,1,0.9784
I00699,86,AGE_GROUP_5,-0.5014,0.7603,0.4349,1,0.5096
I00699,86,AGE_GROUP_6,-13.3523,310.3588,0.0019,1,0.9657
I00699,86,AGE_GROUP_7,-0.5683,0.5267,1.164,1,0.2806
I00699,86,AGE_GROUP_8,0,,,0,
I00699,86,AGE_GROUP_9,0.013,0.4102,0.001,1,0.9748
I00699,86,AGE_GROUP_10,0.6032,0.3569,2.8571,1,0.091
I00699,86,AGE_GROUP_11,0.2431,0.3796,0.4102,1,0.5219
I00699,86,AGE_GROUP_12,1.1441,0.3175,12.9816,1,0.0003
I00699,86,AGE_GROUP_13,1.2656,0.3133,16.3142,1,0.0001
I00699,86,AGE_GROUP_14,1.7101,0.302,32.0621,1,0
I00699,86,AGE_GROUP_15,1.9896,0.2984,44.443,1,0
I00699,86,AGE_GROUP_16,2.3982,0.2911,67.8613,1,0
I00699,86,AGE_GROUP_17,2.5928,0.2895,80.2342,1,0
I00699,86,AGE_GROUP_18,2.7693,0.2891,91.724,1,0
I00699,86,AGE_GROUP_19,3.0294,0.2901,109.0244,1,0
I00699,86,AGE_GROUP_20,3.5526,0.2922,147.8374,1,0
I00699,86,AGE_GROUP_21,0,,,0,
I00699,86,BIRTHWEIGHT_6,0,,,0,
I00699,86,CHARLSON_INDEX_1,0,,,0,
I00699,86,CHARLSON_INDEX_2,0.1538,0.1186,1.6814,1,0.1947
I00699,86,CHARLSON_INDEX_3,1.3883,0.0842,271.6148,1,0
I00699,86,GENDER_1,0.0903,0.0584,2.3861,1,0.1224
I00699,86,GENDER_2,0,,,0,
I00699,86,GENDER_3,0,,,0,
I00699,86,Intercept,-6.8475,0.3009,517.9676,1,0
I00699,86,YEAR_INDEX_1,0,,,0,
I00699,86,YEAR_INDEX_2,-0.1814,0.0708,6.5604,1,0.0104
I00699,86,YEAR_INDEX_3,-0.0516,0.0711,0.5258,1,0.4684
I00699,87,ADMIMETH_1,-2.5407,0.1157,481.8556,1,0
I00699,87,ADMIMETH_2,0,,,0,
I00699,87,ADMIMETH_3,0,,,0,
I00699,87,ADMISSION_MONTH_1,0.1101,0.1028,1.147,1,0.2842
I00699,87,ADMISSION_MONTH_2,0.1065,0.1019,1.0915,1,0.2961
I00699,87,ADMISSION_MONTH_3,-0.1999,0.1054,3.595,1,0.058
I00699,87,ADMISSION_MONTH_4,-0.0807,0.1078,0.5605,1,0.4541
I00699,87,ADMISSION_MONTH_5,0.0916,0.1003,0.8334,1,0.3613
I00699,87,ADMISSION_MONTH_6,-0.278,0.108,6.6275,1,0.01
I00699,87,ADMISSION_MONTH_7,-0.2291,0.1065,4.6265,1,0.0315
I00699,87,ADMISSION_MONTH_8,-0.0579,0.102,0.3217,1,0.5706
I00699,87,ADMISSION_MONTH_9,-0.07,0.1027,0.4649,1,0.4953
I00699,87,ADMISSION_MONTH_10,0,,,0,
I00699,87,ADMISSION_MONTH_11,-0.0198,0.1026,0.0374,1,0.8466
I00699,87,ADMISSION_MONTH_12,0.0883,0.1025,0.7418,1,0.3891
I00699,87,AGE_GROUP_1,-2.2443,0.5057,19.6961,1,0
I00699,87,AGE_GROUP_2,-13.6596,293.5991,0.0022,1,0.9629
I00699,87,AGE_GROUP_3,-13.5396,455.6722,0.0009,1,0.9763
I00699,87,AGE_GROUP_4,-13.6342,610.129,0.0005,1,0.9822
I00699,87,AGE_GROUP_5,-13.7599,450.4576,0.0009,1,0.9756
I00699,87,AGE_GROUP_6,-13.8441,278.1384,0.0025,1,0.9603
I00699,87,AGE_GROUP_7,-13.9413,188.2569,0.0055,1,0.941
I00699,87,AGE_GROUP_8,-2.9606,0.581,25.9642,1,0
I00699,87,AGE_GROUP_9,-2.5471,0.4132,38.0056,1,0
I00699,87,AGE_GROUP_10,-2.0903,0.3078,46.1317,1,0
I00699,87,AGE_GROUP_11,-2.647,0.3586,54.4815,1,0
I00699,87,AGE_GROUP_12,-1.6541,0.1917,74.4423,1,0
I00699,87,AGE_GROUP_13,-1.1502,0.1413,66.2227,1,0
I00699,87,AGE_GROUP_14,-0.9517,0.1254,57.5667,1,0
I00699,87,AGE_GROUP_15,-0.7221,0.1108,42.4474,1,0
I00699,87,AGE_GROUP_16,-0.2448,0.0865,8.0012,1,0.0047
I00699,87,AGE_GROUP_17,0,,,0,
I00699,87,AGE_GROUP_18,0.3169,0.0736,18.5206,1,0
I00699,87,AGE_GROUP_19,0.752,0.0717,109.8582,1,0
I00699,87,AGE_GROUP_20,1.3813,0.073,358.1069,1,0
I00699,87,AGE_GROUP_21,0,,,0,
I00699,87,BIRTHWEIGHT_6,0,,,0,
I00699,87,CHARLSON_INDEX_1,0,,,0,
I00699,87,CHARLSON_INDEX_2,0.6094,0.0766,63.3185,1,0
I00699,87,CHARLSON_INDEX_3,1.5381,0.0598,661.6988,1,0
I00699,87,GENDER_1,0,,,0,
I00699,87,GENDER_2,0.4254,0.043,97.7689,1,0
I00699,87,GENDER_3,0,,,0,
I00699,87,Intercept,-4.4653,0.1072,1736.4282,1,0
I00699,87,YEAR_INDEX_1,0,,,0,
I00699,87,YEAR_INDEX_2,-0.0579,0.0513,1.2735,1,0.2591
I00699,87,YEAR_INDEX_3,-0.05,0.053,0.8903,1,0.3454
I00699,88,ADMIMETH_1,-1.223,0.2177,31.5519,1,0
I00699,88,ADMIMETH_2,0,,,0,
I00699,88,ADMIMETH_3,0,,,0,
I00699,88,ADMISSION_MONTH_1,-0.2634,0.2416,1.188,1,0.2757
I00699,88,ADMISSION_MONTH_2,-0.3762,0.2442,2.3733,1,0.1234
I00699,88,ADMISSION_MONTH_3,-0.4958,0.2531,3.8359,1,0.0502
I00699,88,ADMISSION_MONTH_4,-0.0916,0.2283,0.1611,1,0.6881
I00699,88,ADMISSION_MONTH_5,-0.3315,0.2336,2.0131,1,0.156
I00699,88,ADMISSION_MONTH_6,-0.0658,0.2119,0.0964,1,0.7562
I00699,88,ADMISSION_MONTH_7,-0.4204,0.2271,3.4282,1,0.0641
I00699,88,ADMISSION_MONTH_8,0,,,0,
I00699,88,ADMISSION_MONTH_9,-0.6171,0.2432,6.4407,1,0.0112
I00699,88,ADMISSION_MONTH_10,-0.5213,0.2463,4.4812,1,0.0343
I00699,88,ADMISSION_MONTH_11,-0.1502,0.2238,0.4507,1,0.502
I00699,88,ADMISSION_MONTH_12,-0.0252,0.2249,0.0126,1,0.9106
I00699,88,AGE_GROUP_1,-12.3696,6593.2858,0,1,0.9985
I00699,88,AGE_GROUP_2,-12.2513,2141.1482,0,1,0.9954
I00699,88,AGE_GROUP_3,-12.3227,983.3114,0.0002,1,0.99
I00699,88,AGE_GROUP_4,-12.4969,565.9448,0.0005,1,0.9824
I00699,88,AGE_GROUP_5,-0.4802,1.1549,0.1729,1,0.6776
I00699,88,AGE_GROUP_6,0.2402,0.8167,0.0865,1,0.7686
I00699,88,AGE_GROUP_7,-12.8471,379.1887,0.0011,1,0.973
I00699,88,AGE_GROUP_8,0,,,0,
I00699,88,AGE_GROUP_9,0.9548,0.7074,1.8219,1,0.1771
I00699,88,AGE_GROUP_10,0.7647,0.7641,1.0015,1,0.3169
I00699,88,AGE_GROUP_11,1.5012,0.6776,4.9085,1,0.0267
I00699,88,AGE_GROUP_12,2.1288,0.63,11.417,1,0.0007
I00699,88,AGE_GROUP_13,2.3746,0.6205,14.644,1,0.0001
I00699,88,AGE_GROUP_14,3.0775,0.6039,25.9696,1,0
I00699,88,AGE_GROUP_15,2.8314,0.613,21.3359,1,0
I00699,88,AGE_GROUP_16,3.5378,0.5975,35.0537,1,0
I00699,88,AGE_GROUP_17,3.9204,0.5951,43.3997,1,0
I00699,88,AGE_GROUP_18,4.4483,0.5945,55.9786,1,0
I00699,88,AGE_GROUP_19,4.6026,0.6027,58.324,1,0
I00699,88,AGE_GROUP_20,5.1043,0.6159,68.6742,1,0
I00699,88,AGE_GROUP_21,0,,,0,
I00699,88,BIRTHWEIGHT_6,0,,,0,
I00699,88,CHARLSON_INDEX_1,0,,,0,
I00699,88,CHARLSON_INDEX_2,0.4025,0.1591,6.4012,1,0.0114
I00699,88,CHARLSON_INDEX_3,1.2546,0.1306,92.2186,1,0
I00699,88,GENDER_1,0.179,0.1039,2.9683,1,0.0849
I00699,88,GENDER_2,0,,,0,
I00699,88,GENDER_3,0,,,0,
I00699,88,Intercept,-7.6935,0.6007,164.0228,1,0
I00699,88,YEAR_INDEX_1,0,,,0,
I00699,88,YEAR_INDEX_2,-0.1499,0.1232,1.48,1,0.2238
I00699,88,YEAR_INDEX_3,-0.0532,0.1271,0.1754,1,0.6754
I00699,89,ADMIMETH_1,-0.6817,0.1035,43.3986,1,0
I00699,89,ADMIMETH_2,0,,,0,
I00699,89,ADMIMETH_3,0,,,0,
I00699,89,ADMISSION_MONTH_1,-0.0483,0.0554,0.7589,1,0.3837
I00699,89,ADMISSION_MONTH_2,-0.1219,0.0566,4.6378,1,0.0313
I00699,89,ADMISSION_MONTH_3,-0.1484,0.0561,6.9856,1,0.0082
I00699,89,ADMISSION_MONTH_4,-0.1752,0.0568,9.5223,1,0.002
I00699,89,ADMISSION_MONTH_5,-0.0383,0.054,0.5028,1,0.4783
I00699,89,ADMISSION_MONTH_6,-0.1339,0.0551,5.8988,1,0.0152
I00699,89,ADMISSION_MONTH_7,-0.1118,0.0544,4.2226,1,0.0399
I00699,89,ADMISSION_MONTH_8,0,,,0,
I00699,89,ADMISSION_MONTH_9,-0.0254,0.0538,0.2227,1,0.637
I00699,89,ADMISSION_MONTH_10,-0.0141,0.0539,0.0681,1,0.7942
I00699,89,ADMISSION_MONTH_11,-0.0189,0.0541,0.1212,1,0.7277
I00699,89,ADMISSION_MONTH_12,-0.0286,0.055,0.2703,1,0.6031
I00699,89,AGE_GROUP_1,-2.4566,0.7096,11.9871,1,0.0005
I00699,89,AGE_GROUP_2,-3.7591,1.0011,14.0995,1,0.0002
I00699,89,AGE_GROUP_3,-2.4497,0.5026,23.761,1,0
I00699,89,AGE_GROUP_4,-1.8073,0.3814,22.4583,1,0
I00699,89,AGE_GROUP_5,-1.8054,0.3814,22.4109,1,0
I00699,89,AGE_GROUP_6,-2.0402,0.3567,32.7142,1,0
I00699,89,AGE_GROUP_7,-1.6313,0.2539,41.2669,1,0
I00699,89,AGE_GROUP_8,-1.5421,0.2128,52.5192,1,0
I00699,89,AGE_GROUP_9,-1.3416,0.1612,69.2723,1,0
I00699,89,AGE_GROUP_10,-1.3617,0.1466,86.3162,1,0
I00699,89,AGE_GROUP_11,-1.2099,0.1169,107.0388,1,0
I00699,89,AGE_GROUP_12,-0.8443,0.0813,107.7828,1,0
I00699,89,AGE_GROUP_13,-0.6455,0.0653,97.7742,1,0
I00699,89,AGE_GROUP_14,-0.4379,0.0579,57.3002,1,0
I00699,89,AGE_GROUP_15,-0.3269,0.0519,39.6067,1,0
I00699,89,AGE_GROUP_16,-0.1641,0.0451,13.232,1,0.0003
I00699,89,AGE_GROUP_17,0,,,0,
I00699,89,AGE_GROUP_18,0.286,0.0401,50.7711,1,0
I00699,89,AGE_GROUP_19,0.6025,0.0402,224.9921,1,0
I00699,89,AGE_GROUP_20,1.156,0.0418,764.8171,1,0
I00699,89,AGE_GROUP_21,0,,,0,
I00699,89,BIRTHWEIGHT_6,0,,,0,
I00699,89,CHARLSON_INDEX_1,0,,,0,
I00699,89,CHARLSON_INDEX_2,0.5036,0.0446,127.7157,1,0
I00699,89,CHARLSON_INDEX_3,1.5109,0.0322,2198.0302,1,0
I00699,89,GENDER_1,-0.1496,0.0232,41.5434,1,0
I00699,89,GENDER_2,0,,,0,
I00699,89,GENDER_3,0,,,0,
I00699,89,Intercept,-3.0886,0.0567,2970.8143,1,0
I00699,89,YEAR_INDEX_1,0,,,0,
I00699,89,YEAR_INDEX_2,-0.0498,0.0278,3.2165,1,0.0729
I00699,89,YEAR_INDEX_3,-0.0249,0.0285,0.7646,1,0.3819
I00699,90,ADMIMETH_1,-1.9033,0.1386,188.5638,1,0
I00699,90,ADMIMETH_2,0,,,0,
I00699,90,ADMIMETH_3,0,,,0,
I00699,90,ADMISSION_MONTH_1,0.1749,0.1049,2.7823,1,0.0953
I00699,90,ADMISSION_MONTH_2,0.0256,0.1081,0.056,1,0.813
I00699,90,ADMISSION_MONTH_3,0.091,0.1042,0.7629,1,0.3824
I00699,90,ADMISSION_MONTH_4,0.0581,0.1076,0.2912,1,0.5895
I00699,90,ADMISSION_MONTH_5,0.0331,0.102,0.1053,1,0.7455
I00699,90,ADMISSION_MONTH_6,-0.0802,0.1047,0.5862,1,0.4439
I00699,90,ADMISSION_MONTH_7,0.0401,0.1018,0.1551,1,0.6937
I00699,90,ADMISSION_MONTH_8,0,,,0,
I00699,90,ADMISSION_MONTH_9,0.1415,0.0999,2.0063,1,0.1566
I00699,90,ADMISSION_MONTH_10,0.0735,0.103,0.5093,1,0.4754
I00699,90,ADMISSION_MONTH_11,0.1567,0.1039,2.2772,1,0.1313
I00699,90,ADMISSION_MONTH_12,0.2056,0.1029,3.9888,1,0.0458
I00699,90,AGE_GROUP_1,-12.5259,373.5033,0.0011,1,0.9732
I00699,90,AGE_GROUP_2,-12.3065,438.2649,0.0008,1,0.9776
I00699,90,AGE_GROUP_3,-12.3427,466.3158,0.0007,1,0.9789
I00699,90,AGE_GROUP_4,-12.3696,400.7707,0.001,1,0.9754
I00699,90,AGE_GROUP_5,-12.5031,241.4835,0.0027,1,0.9587
I00699,90,AGE_GROUP_6,-12.6742,162.1704,0.0061,1,0.9377
I00699,90,AGE_GROUP_7,-2.9171,1.0111,8.3244,1,0.0039
I00699,90,AGE_GROUP_8,-3.2241,1.011,10.1694,1,0.0014
I00699,90,AGE_GROUP_9,-2.2859,0.5962,14.7014,1,0.0001
I00699,90,AGE_GROUP_10,-1.1534,0.3493,10.9005,1,0.001
I00699,90,AGE_GROUP_11,-0.8965,0.3056,8.6067,1,0.0033
I00699,90,AGE_GROUP_12,0,,,0,
I00699,90,AGE_GROUP_13,-0.0253,0.2102,0.0145,1,0.9043
I00699,90,AGE_GROUP_14,0.5615,0.1862,9.0926,1,0.0026
I00699,90,AGE_GROUP_15,1.1176,0.1722,42.0998,1,0
I00699,90,AGE_GROUP_16,1.5146,0.1628,86.58,1,0
I00699,90,AGE_GROUP_17,1.8723,0.159,138.608,1,0
I00699,90,AGE_GROUP_18,2.2179,0.1576,198.0219,1,0
I00699,90,AGE_GROUP_19,2.5645,0.1576,264.7545,1,0
I00699,90,AGE_GROUP_20,3.0257,0.159,362.1292,1,0
I00699,90,AGE_GROUP_21,0,,,0,
I00699,90,BIRTHWEIGHT_6,0,,,0,
I00699,90,CHARLSON_INDEX_1,0,,,0,
